id,altitude,heading
3268e850,34000,247
3268bef0,35000,44
32686322,34000,282
3268d740,34000,250
3268928b,39025,97
3268855d,23425,270
3268189c,36850,268
326891db,34000,266
3268c75a,35000,39
32685b75,33000,97
326837bb,36975,92
326901d4,11825,241
3268e850,34000,247
3268bef0,35000,44
32686322,34000,282
3268d740,34000,250
3268928b,39025,97
3268855d,23425,270
3268189c,31775,268
326891db,34000,266
32685b75,33000,96
326837bb,37000,94
326901d4,13375,241
3268e850,34000,247
32686322,34000,282
3268bef0,35000,44
3268d740,34000,250
3268928b,39025,97
3268855d,19400,270
3268189c,31300,268
326891db,33350,266
326901d4,14575,241
32685b75,33000,96
326837bb,37000,95
3268e850,34000,245
32686322,34000,282
3268bef0,35000,44
3268d740,34000,249
3268928b,39025,97
3268855d,19400,270
3268189c,31300,268
326891db,32200,266
326901d4,15925,241
3268e850,34000,242
32686322,34000,282
3268bef0,35000,44
3268d740,34000,249
3268928b,39025,97
3268855d,19400,270
3268189c,31300,268
326891db,30475,266
326901d4,17250,241
32685b75,33000,96
3268e850,34000,239
32686322,34000,282
3268d740,34000,249
3268bef0,35000,44
3268928b,39025,97
3268855d,19400,270
3268189c,31300,268
326891db,30475,266
326901d4,18450,241
3268e850,34000,237
32686322,34000,282
3268d740,34000,249
3268bef0,35000,44
3268928b,39025,97
3268855d,19400,270
3268189c,31300,268
326891db,28950,266
326901d4,19625,241
32690094,24000,258
32686322,34000,282
3268d740,34000,249
3268bef0,35000,44
3268928b,39025,97
3268855d,19400,270
3268189c,31300,268
326891db,28950,266
326904f1,11300,271
326901d4,20725,241
32690094,24000,258
32686322,34000,282
3268d740,34000,249
3268bef0,36825,67
3268928b,39025,97
3268855d,11700,270
3268189c,31300,268
326891db,28950,266
326904f1,11925,273
326901d4,21800,241
32690094,24000,258
32686322,34000,282
3268d740,34000,249
3268bef0,36825,67
3268928b,39025,97
3268855d,11700,270
3268189c,31300,268
326891db,28950,266
326904f1,13000,270
326901d4,22800,241
32690094,24000,258
32686322,34000,282
3268d740,34000,249
3268bef0,37000,67
3268928b,39000,97
3268855d,11700,270
3268189c,31300,268
326891db,28950,266
326901d4,23850,241
32690094,24000,258
3268d740,34000,249
3268bef0,37000,67
3268928b,39000,97
3268855d,11700,270
3268189c,31300,268
326891db,28950,266
326901d4,24575,241
32690094,24025,258
3268d740,34000,249
3268bef0,37000,67
3268928b,39000,97
3268855d,11700,270
3268189c,31300,268
326891db,28950,266
326901d4,25375,241
32690094,24000,258
326880bf,33000,89
3268d740,34000,249
3268bef0,37000,67
3268855d,11700,270
3268928b,39025,97
3268189c,31300,268
326891db,28950,266
326901d4,26200,240
32690094,24000,258
3268d740,34000,249
326880bf,33000,91
3268bef0,37000,67
3268928b,39025,97
3268189c,31300,268
326891db,28950,266
326901d4,26950,241
32690094,24025,258
3268d740,34000,249
326880bf,33000,91
3268bef0,37000,60
3268928b,39025,97
3268189c,31300,268
326891db,28950,266
326904f1,19375,275
32690094,24000,258
3268d740,34000,249
326880bf,33000,92
3268bef0,37000,60
3268189c,31300,268
3268928b,39025,97
326904f1,20975,275
32690094,24000,258
326880bf,33000,92
3268bef0,37000,60
3268189c,31300,268
3268928b,39025,97
326904f1,20975,275
32690094,24000,258
326880bf,33000,92
3268bef0,37000,64
3268189c,31300,268
3268928b,39000,97
326904f1,20975,275
32690094,24000,257
326880bf,33000,92
3268bef0,37000,64
3268189c,31300,268
326904f1,20975,275
3268928b,39000,97
32690094,24000,257
326880bf,33000,92
3268189c,31300,268
3268bef0,37000,64
326904f1,20975,275
3268928b,39000,97
32690094,24000,257
326880bf,33000,92
3268189c,31300,268
3268bef0,37000,64
326904f1,27225,240
3268928b,39000,97
32690094,24000,257
326880bf,33000,92
3268189c,31300,268
3268bef0,37000,66
326904f1,27225,240
3268928b,39000,97
32690094,24000,257
326880bf,33000,92
3268189c,31300,268
3268bef0,37000,66
3268928b,39000,97
32690094,24000,257
326880bf,33000,92
3268189c,31300,268
3268bef0,37000,66
32690094,24000,257
3268928b,39025,84
326880bf,33000,91
3268189c,31300,268
3268bef0,37000,66
32690094,24000,257
3268928b,39025,86
326880bf,33000,91
3268189c,31300,268
3268bef0,37000,67
32690094,24000,257
3268928b,39025,86
326880bf,33000,91
3268189c,31300,268
3268bef0,37000,67
32690094,24000,265
3268928b,39025,86
326880bf,33000,91
3268189c,31300,268
3268bef0,37000,67
32690094,23650,270
3268928b,39025,86
326880bf,33000,91
3268189c,31300,268
32690094,23150,270
3268bef0,37000,67
3268928b,39025,86
326880bf,33000,91
3268189c,31300,268
32690094,22200,270
3268bef0,37000,75
3268928b,39025,86
326880bf,33000,91
3268189c,31300,268
32690094,21575,270
3268bef0,37000,75
3268928b,39025,86
326880bf,33000,91
32690094,20800,270
3268bef0,37000,97
3268928b,39025,86
326880bf,33000,91
32690094,19850,270
3268bef0,37000,97
3268928b,39025,86
326880bf,33000,91
32690094,18925,269
3268bef0,37000,97
3268928b,39025,88
32688348,34000,271
326880bf,33000,91
32690094,18150,270
3268bef0,37000,92
3268928b,39025,87
32688348,34000,271
326880bf,33000,91
32690094,17825,270
3268bef0,37000,92
3268928b,39025,87
32688348,34000,271
326880bf,33000,91
32690094,16725,270
3268bef0,37000,90
32688348,34000,271
3268928b,36650,86
326880bf,33000,91
32690094,16175,269
3268bef0,37000,89
32688348,34000,270
3268928b,35975,91
32687e33,37000,95
326880bf,33000,91
32690094,15025,221
3268bef0,37000,88
32688348,34000,270
32687e33,37000,95
32690094,15025,221
326880bf,33000,91
32688348,34000,270
3268bef0,37000,88
32687e33,37000,95
32690094,15025,221
326880bf,33000,91
32688348,34000,270
3268bef0,37000,88
32687e33,36975,95
32690094,15025,221
326880bf,33100,92
32688348,34000,270
3268bef0,37000,88
32687e33,36975,95
32690094,15025,221
326880bf,33100,92
32688348,34000,270
3268bef0,37000,88
32687e33,36975,95
32690094,15025,221
326880bf,33875,92
32688348,34000,270
3268bef0,37000,88
32687e33,36975,95
32690094,15025,221
326880bf,33875,92
32688348,34000,270
3268bef0,37000,88
32687e33,37000,95
32690094,15025,221
326880bf,33875,92
32688348,34000,263
32687e33,37000,95
32690094,15025,221
326880bf,33875,92
32688348,34000,260
3268cf9e,37000,73
32687e33,37000,95
32690094,15025,221
326880bf,33875,91
32688348,34000,258
3268cf9e,36975,73
32687e33,37000,95
326880bf,33875,88
32688348,32225,268
3268cf9e,37000,73
32687e33,37000,95
326918ad,21900,73
326880bf,35000,92
32688348,32225,268
3268cf9e,37000,73
32687e33,37000,95
326918ad,21900,73
326880bf,35000,92
32688348,32225,268
3268cf9e,36975,73
3268dff4,35000,67
32687e33,37000,95
326918ad,21900,73
326880bf,35000,92
32688348,28450,268
3268dff4,34975,67
32687e33,37000,97
326918ad,24125,73
326880bf,35000,92
32688348,28450,268
3268dff4,34975,67
32687e33,36975,97
326918ad,24125,73
32688348,25125,268
326880bf,35000,91
3268dff4,35000,67
32687e33,37000,97
326918ad,26075,73
32688348,25125,268
326880bf,35000,88
3268dff4,34975,68
32687e33,36975,97
3268dbf3,40000,273
326918ad,26075,73
32688348,22850,268
326880bf,35000,86
3268dff4,35000,67
32687e33,37000,97
3268dbf3,40000,273
326918ad,26075,73
32688348,21500,268
326880bf,35000,83
3268dff4,34975,67
3268dbf3,40000,273
32687e33,37000,97
326918ad,26075,73
32688348,21500,268
326880bf,35000,80
3268dff4,35000,67
3268dbf3,40000,273
32687e33,37000,97
326918ad,26075,73
32688348,21500,268
326880bf,35000,78
3268dff4,35000,67
3268dbf3,40000,273
32687e33,37000,97
32688348,21500,268
326918ad,26075,73
326880bf,35000,75
3268dff4,35000,67
3268dbf3,40000,273
32687e33,37000,97
32688348,17000,270
326918ad,26075,73
326880bf,35000,96
32688492,35000,61
3268dff4,35000,68
3268dbf3,40000,273
32687e33,37000,97
32688348,17000,270
326918ad,26075,73
326880bf,35000,96
32688492,35000,61
3268dff4,35000,68
3268dbf3,40000,272
32687e33,37000,97
32688348,17000,270
326918ad,26075,73
326880bf,35000,96
32688492,35000,61
326896d4,35000,110
3268dff4,34975,67
3268dbf3,40000,272
32687e33,36975,97
32688348,17000,270
326918ad,32050,73
326896d4,35000,115
32688492,35000,61
3268dff4,34975,67
3268dbf3,40000,271
32687e33,37000,97
32688348,17000,270
326918ad,32050,73
326896d4,35000,112
32688492,35000,91
3268dbf3,40000,270
3268dff4,35000,68
32687e33,37000,97
32688348,17000,270
326918ad,32050,73
326863e4,35000,120
326896d4,35000,113
32688492,35000,91
3268dbf3,40000,270
3268dff4,35000,68
32687e33,37000,97
32688348,17000,270
326918ad,32050,73
326863e4,35000,91
32688492,34975,91
3268dbf3,40000,271
3268dff4,35000,68
32688348,17000,270
32687e33,37000,97
326918ad,32050,73
326863e4,35000,91
32688492,34975,91
3268dbf3,40000,271
3268dff4,35000,68
32688348,17000,270
32687e33,37000,97
326918ad,32050,73
326863e4,35000,91
3268dbf3,40000,271
32688492,34975,91
3268dff4,35000,69
32688348,17000,270
32687e33,36975,97
326918ad,32050,73
326863e4,35000,91
3268dbf3,40000,271
32688492,34975,91
3268dff4,35000,69
32687e33,36975,97
326918ad,32050,73
326863e4,35000,91
3268dbf3,40000,271
32688492,34975,91
3268dff4,35000,68
32687e33,36975,97
326918ad,32050,73
3268dbf3,40000,271
326863e4,35000,91
32688492,35000,91
3268dff4,35000,65
326921a6,16375,184
32687e33,36975,97
326918ad,32050,73
3268dbf3,40000,271
326863e4,34975,91
32688492,35000,91
3268dff4,35000,64
326921a6,16375,184
32687e33,36975,97
326918ad,32050,73
3268dbf3,40000,271
326863e4,34975,91
32688492,35000,91
3268dff4,35000,64
326921a6,18400,184
32687e33,36975,97
326918ad,32050,73
3268e10a,34000,273
3268fba6,18950,98
32689417,33000,91
326863e4,35000,83
3268ade4,36025,258
326921a6,31000,105
3268dff4,35000,78
32688492,36050,96
3268924f,35025,92
3268e10a,34000,273
3268fba6,16800,98
32689417,33000,91
326863e4,35000,80
3268ade4,36025,258
326921a6,31000,106
3268dff4,35000,84
32688492,36550,96
3268924f,35000,113
3268e10a,34000,273
3268fba6,16800,98
32689417,33000,91
326863e4,35000,91
3268ade4,36025,258
326921a6,31000,106
3268dff4,35000,84
32688492,36975,96
32688e75,37000,93
3268924f,35000,113
3268e10a,34000,273
3268fba6,14800,98
32689417,33000,91
3268ade4,36025,257
326863e4,35000,91
326921a6,31000,115
3268dff4,35000,84
32688492,36975,96
32688e75,37000,93
3268924f,35000,113
3268e10a,34000,273
3268fba6,14800,98
32689417,33000,91
3268ade4,36025,257
326863e4,35000,91
326921a6,31000,121
3268dff4,35000,84
32688492,37000,96
3268924f,35000,113
32688e75,37000,91
3268e10a,34000,273
3268fba6,12675,98
32689417,33000,91
326863e4,35000,91
3268ade4,26525,270
326921a6,31000,123
3268dff4,35000,85
32688492,37000,97
326920e4,40000,298
32688e75,37000,91
3268e10a,34000,273
3268fba6,12675,98
32689417,33000,88
326863e4,35000,89
3268ade4,26525,270
326921a6,31000,123
3268dff4,35000,85
32688492,37000,97
326920e4,40000,279
3268e10a,34000,273
32688e75,37000,91
3268fba6,10900,90
32689417,33000,91
32692fc2,19975,74
326863e4,35000,86
3268ade4,26525,270
326921a6,31000,123
3268dff4,35000,84
326920e4,40000,279
3268e10a,34000,273
32688e75,37000,91
3268fba6,10900,90
32689417,33000,91
32692fc2,19975,74
326863e4,35000,84
3268ade4,26525,267
326921a6,31000,123
3268dff4,35000,84
326920e4,40000,279
3268e10a,34000,273
32688e75,37000,91
3268fba6,10900,90
32689417,33000,91
32692fc2,19975,74
3268ade4,26525,261
326863e4,35000,81
326921a6,30975,123
3268dff4,35000,84
326920e4,40000,279
3268e10a,34000,273
32688e75,37000,91
3268fba6,10900,90
32689417,33000,90
32692fc2,19975,74
3268ade4,26525,259
326863e4,35000,79
326921a6,31000,123
3268e10a,34000,273
32688e75,37000,91
3268fba6,10900,90
32689417,33000,88
32692fc2,19975,74
3268ade4,26525,258
326863e4,35000,76
326921a6,30625,123
3268e10a,34000,273
32688e75,37000,91
3268fba6,10900,90
32689417,33000,85
32692fc2,19975,74
3268ade4,26525,258
326863e4,35000,73
3268e10a,34000,273
32688e75,37000,91
32689417,33000,82
32692fc2,19975,74
3268ade4,26525,258
326863e4,35000,71
3268e10a,34000,271
32688e75,37000,91
32689417,33000,80
32692fc2,19975,74
3268ade4,26525,257
326863e4,35000,68
3268e10a,34000,270
32688e75,37000,91
32689417,33000,77
32692fc2,19975,74
3268ade4,26525,257
326863e4,37000,99
3268e10a,34000,269
32688e75,37000,91
32692fc2,19975,74
32689417,33000,75
3268ade4,26525,257
3268e9ff,33000,49
326863e4,37000,99
32688e75,37000,91
32689417,33000,72
3268ade4,26525,257
3268e9ff,33000,49
326863e4,37000,99
32689bb0,35000,114
32688e75,37000,91
32689417,33000,69
3268ade4,26525,257
326863e4,37000,99
3268952f,38000,271
32689bb0,35000,114
32688e75,37000,91
32689417,33000,67
3268ade4,26525,257
326863e4,37000,96
3268952f,38000,271
32689bb0,35000,110
32688e75,37000,91
32689417,33000,64
3268ade4,26525,257
326863e4,37000,94
3268952f,38000,271
32689bb0,35000,113
32688e75,37000,92
3268ade4,26525,257
32689417,33000,64
3268952f,38000,268
326863e4,37000,91
32688e75,37000,92
3268ade4,26525,257
32689417,33000,64
3268952f,38000,259
32688e75,37000,92
3268ade4,26525,257
32689417,33000,94
3268952f,38000,259
32688e75,37000,92
3268ade4,26525,257
32689417,33000,94
3268952f,38000,259
32688e75,37000,91
3268ade4,26525,257
32689417,33000,93
3268952f,38000,259
32682020,38000,274
32688e75,37000,91
3268ade4,26525,257
32692fc2,30350,74
32689417,33000,93
3268952f,38000,271
32682020,38000,274
32688e75,37000,91
3268ade4,26525,257
3268ede8,37025,32
32692fc2,30350,74
32689417,33000,93
3268952f,38000,271
32682020,38000,268
32688e75,37000,91
3268ade4,26525,257
32692fc2,31700,89
3268952f,37975,271
32689417,33000,93
32682020,38000,260
3268ede8,37025,71
32688e75,37000,91
3268952f,37775,271
32692fc2,31700,89
32689417,33000,93
32682020,38000,253
3268ede8,37000,71
32688e75,37000,92
3268952f,36525,271
32692fc2,31700,89
32682020,38000,251
32689417,33000,94
32688e75,37000,92
3268952f,36525,271
32692fc2,32625,89
32689417,33000,94
32688e75,37000,92
3268952f,35175,271
32692fc2,32625,89
32689417,33000,94
32688e75,37000,92
3268952f,35175,271
32692fc2,33325,89
32689417,33000,94
32688e75,37000,92
3268952f,35175,271
32692fc2,33325,89
3268a95e,33000,78
32688e75,37000,92
3268952f,35175,271
3268a95e,33000,78
32688e75,37000,92
3268952f,35175,271
3268a95e,33000,78
32688e75,37000,92
3268952f,35175,271
3268a95e,33000,90
32688e75,37000,92
3268952f,35175,271
3268a95e,33000,90
32688e75,37000,92
3268952f,25900,271
3268a95e,33000,91
32688e75,37000,92
3268952f,25900,271
3268a95e,33000,91
32688e75,37000,92
3268952f,25900,271
3268a95e,33000,91
32688e75,37000,92
3268952f,25900,271
3268a95e,33000,91
3268952f,25900,271
32688e75,37000,92
32693c68,36125,0
3268a5cb,31000,90
3268a95e,33000,91
3268952f,25900,271
32688e75,37000,94
3268a5cb,31000,90
3268a95e,33000,91
3268952f,25900,271
32688e75,37000,94
3268a5cb,31000,91
3268a95e,33000,91
3268952f,25900,271
32688e75,37000,94
3268a5cb,31000,91
3268a95e,33000,91
3268952f,15825,258
32688e75,37000,94
326877eb,35000,91
3268a5cb,31000,91
3268a95e,33000,91
3268952f,15825,258
32688e75,37000,94
326877eb,35000,91
3268a5cb,31000,91
3268a95e,33000,91
3268952f,15825,258
32688e75,37000,94
326877eb,35000,91
3268a5cb,31000,91
3268a95e,33000,91
3268952f,15825,258
32688e75,37000,94
326877eb,35000,91
3268a5cb,31000,91
3268a95e,33000,91
3268952f,15825,258
32688e75,37000,94
326877eb,35000,91
3268a5cb,31000,91
3268a95e,33000,91
3268952f,15825,258
3268ef92,33000,66
32688e75,37000,94
326877eb,36500,91
3268a5cb,31000,91
3268a95e,33000,91
3268952f,15825,258
3268ef92,33000,66
32688e75,37000,94
326877eb,36825,91
3268a5cb,31000,91
3268a95e,33000,91
3268952f,15825,258
3268ef92,33000,66
32688e75,37000,94
326877eb,37000,91
3268a5cb,31000,91
3268a95e,33000,91
3268952f,15825,258
3268ef92,33000,66
326877eb,37000,91
3268a5cb,31000,91
3268a95e,33000,91
3268952f,15825,258
326877eb,37000,91
3268a5cb,31000,91
3268a95e,33000,92
3268c31f,35025,88
326877eb,37000,91
3268a5cb,31000,91
3268a95e,33000,92
3268c31f,35025,91
326877eb,37000,91
3268a5cb,31000,91
3268a95e,33000,92
3268c31f,35025,90
326877eb,37000,91
3268a5cb,31000,91
3268a95e,33000,92
3268c31f,35000,90
326877eb,37000,91
3268a5cb,31000,91
3268a95e,33000,92
3268ede5,23250,54
3268c31f,35000,90
326877eb,37000,91
3268a5cb,31000,91
3268a95e,33000,92
3268ede5,23250,54
3268c31f,35000,90
326877eb,37000,91
3268a5cb,31000,92
3268a95e,33000,92
3268ede5,23250,54
3268c31f,35000,90
326877eb,37000,91
3268a5cb,31000,92
3268a95e,33000,92
3268c31f,35000,90
326877eb,37000,91
3268a5cb,31000,92
3268a95e,33000,92
3268c31f,35000,90
326877eb,37000,91
3268a5cb,31000,93
3268a95e,33000,92
3268c31f,35000,90
326877eb,37000,91
3268a5cb,31000,93
3268a95e,33000,92
3268c31f,35000,90
326877eb,37000,91
3268a5cb,31000,93
3268a95e,33000,92
3268b85d,36000,303
3268c31f,35000,90
326877eb,37000,92
3268a5cb,31000,93
3268a95e,33000,92
3268b85d,36000,303
3268c31f,35000,91
326877eb,37000,92
3268a5cb,31000,95
3268a95e,33000,89
3268ede5,3075,73
3268b85d,36000,303
3268c31f,35000,91
326877eb,37000,92
3268a5cb,31000,96
3268a95e,33000,87
3268ede5,2350,73
3268b85d,36000,303
3268c31f,35000,91
326877eb,37000,92
3268a5cb,31000,96
3268a95e,33000,84
3268ede5,1725,73
3268b85d,36000,303
3268c31f,35000,91
326877eb,37000,92
3268a5cb,31000,96
3268a95e,33000,83
3268ede5,1725,72
3268b85d,36000,302
3268c31f,35000,91
326877eb,37000,92
3268a5cb,31000,96
3268a95e,33000,83
3268ede5,1725,73
3268b85d,36000,302
3268c31f,35000,91
326877eb,37000,92
3268a5cb,31000,96
3268a95e,33000,83
3268ede5,1725,73
3268b85d,36000,303
3268c31f,35000,91
326877eb,37000,92
3268a5cb,31000,96
3268a95e,33000,83
3268ede5,1725,73
3268b85d,36000,303
3268c31f,35000,91
326877eb,37000,92
3268a95e,33000,92
3268a5cb,31000,96
3268ede5,1725,73
3268b85d,36000,301
3268c31f,35000,91
326877eb,37000,92
3268a95e,33000,92
3268a5cb,31000,96
3268ede5,1750,118
3268b85d,36000,302
3268c31f,35000,92
326877eb,37000,92
3268a95e,33000,92
3268a5cb,31000,96
3268ede5,1725,131
3268b85d,36000,303
3268c31f,35000,92
326877eb,37000,90
3268a95e,33000,91
3268a5cb,31000,96
3268b85d,36000,303
3268ede5,1750,131
3268c31f,35000,92
326877eb,37000,87
3268a95e,33000,89
3268a5cb,31000,96
3268b85d,35750,303
3268ede5,1425,131
3268c31f,35000,92
326877eb,37000,84
3268a95e,33000,86
3268b85d,35075,302
3268a5cb,31000,96
3268ede5,1000,130
3268c31f,35000,92
326877eb,37000,92
3268a95e,33000,83
3268b85d,33700,302
3268a5cb,31000,96
3268c31f,34900,92
326877eb,37000,92
3268a95e,33000,83
3268b85d,33700,302
3268a5cb,31000,96
3268c31f,33800,92
326877eb,37000,92
3268b85d,31150,312
3268a95e,33000,83
3268a5cb,31000,96
3268c31f,32550,92
326877eb,37000,91
3268b85d,30600,312
3268a95e,33000,83
3268a5cb,31000,96
3268c31f,32550,92
326877eb,37000,89
3268b85d,28925,302
3268a95e,33000,83
3268a5cb,31000,96
3268c31f,32550,92
326877eb,37000,86
3268b85d,28700,302
3268a95e,33000,83
3268a5cb,31000,96
32694606,33400,92
3268c31f,32550,92
326877eb,37000,83
3268b85d,27350,302
3268a95e,33000,83
3268a5cb,31000,96
32694606,33500,92
3268c31f,27400,92
3268b85d,27350,302
326877eb,37000,81
32694dfc,33925,0
3268a95e,33000,83
3268a5cb,31000,96
32694606,34350,92
3268c31f,27400,92
3268b85d,27350,302
326877eb,37000,78
32694dfc,34625,75
3268a95e,33000,83
3268a5cb,31000,96
32694606,34850,92
3268c31f,27400,92
3268b85d,27350,302
326877eb,37000,75
32694dfc,34625,75
3268a95e,33000,83
3268c31f,27400,92
3268b85d,27350,316
326877eb,37000,73
32694dfc,35000,75
3268a95e,33000,83
32694fc1,14675,33
3268c31f,27400,87
3268b85d,27350,321
326877eb,37000,93
32694dfc,35000,91
32694fc1,16400,68
3268b85d,27350,325
3268c31f,22675,92
32694dfc,35000,93
326877eb,37000,93
32694fc1,17175,71
3268b85d,27350,326
32694d25,33000,0
3268c31f,22675,92
32694dfc,35000,93
326877eb,37000,93
3268daeb,37000,91
32694fc1,18675,70
3268b85d,27350,327
32694d25,33000,0
3268c31f,22675,92
32694dfc,35000,93
326877eb,37000,93
3268e642,34000,271
3268daeb,37000,90
32694fc1,18675,70
3268b85d,27350,328
32694d25,33000,0
3268c31f,22675,92
32694dfc,35000,93
326877eb,37000,93
3268e642,34000,271
3268daeb,37000,92
32694fc1,18675,70
3268b85d,27350,328
32694d25,33000,0
3268c31f,22675,82
3268e642,34000,271
32694dfc,35000,91
326877eb,37000,93
3268daeb,37000,92
32694fc1,18675,70
3268b85d,27350,328
32694d25,33000,0
3268c31f,22675,78
3268e642,34025,271
32694dfc,35000,91
326877eb,37000,93
3268daeb,37000,91
32694fc1,22750,70
3268b85d,27350,329
32694d25,33000,0
3268c31f,22675,74
3268e642,34000,270
32694dfc,35000,91
3268daeb,37000,92
32694fc1,22750,70
3268b85d,27350,329
32694d25,33000,0
3268c31f,22675,71
3268e642,34000,270
3269122f,33000,66
3268daeb,37000,92
32694fc1,22750,70
3268b85d,27350,329
32694d25,33000,0
3268c31f,22675,71
3268e642,34000,270
3269122f,33000,66
3268daeb,37000,91
32694fc1,26050,70
3268b85d,27350,329
32694d25,33000,0
3268c31f,22675,71
3268e642,33950,270
3269122f,33000,66
3268daeb,37000,91
3268b85d,27350,329
32694fc1,27325,71
32694d25,33000,0
3268c31f,22675,71
3268e642,33425,270
3269122f,33000,66
3268daeb,37000,91
3268b85d,27350,329
32694fc1,27325,71
32694d25,33000,0
3268c31f,22675,71
3268e642,33000,270
3269122f,33000,66
3268daeb,37000,91
32691635,32000,277
326953b9,19275,73
3268b85d,27350,329
32694fc1,27325,71
32694d25,33000,0
3268c31f,22675,71
3268e642,32525,270
3269122f,33000,66
3268daeb,37000,91
32691635,32000,277
326953b9,19275,73
3268b85d,27350,329
32694fc1,29650,71
3268e642,31975,270
3268c31f,22675,71
32694d25,37000,91
3268b5d0,41000,113
3269122f,33000,66
3268daeb,37000,91
32691635,32000,278
326953b9,19275,73
3268b85d,27350,329
32694fc1,29650,71
3268e642,31975,270
3268c31f,9350,71
3268b5d0,41000,113
3269122f,33000,67
3268daeb,37000,91
32691635,32000,278
326953b9,19275,73
3268b85d,27350,329
32694fc1,29650,71
3268e642,31975,270
3268c31f,8825,81
3269122f,33000,67
3268daeb,37000,91
32691635,32000,277
326953b9,19275,73
3268b85d,27350,329
32694fc1,29650,71
3268e642,31975,270
3268c31f,8125,79
3269122f,33000,67
3268daeb,37000,91
32691635,32000,277
326956be,22900,0
3268b85d,27350,329
326953b9,19275,73
32694fc1,29650,71
3268e642,31975,270
3268c31f,7225,79
3269122f,33000,67
3268daeb,37000,91
32691635,32000,277
326956be,23675,73
3267bfc6,34000,277
326953b9,19275,73
32694fc1,33000,71
3268e642,31975,270
3268c31f,6575,79
3268de4c,36000,271
3269122f,33000,67
32691635,32000,277
3268daeb,37000,91
3267bfc6,34000,277
326956be,23675,73
326953b9,19275,73
32694fc1,33000,71
3268e642,31975,270
326956bf,31225,90
3268c31f,5925,79
3268de4c,36000,271
3269122f,33000,67
32691635,32000,277
3268daeb,37000,91
3267bfc6,34000,277
326956be,23675,73
326953b9,19275,73
32694fc1,33000,71
3268e642,31975,270
326956bf,31575,89
3268c31f,5425,79
3268de4c,36000,269
3269122f,33000,67
32691635,32000,277
3268daeb,37000,90
3267bfc6,34000,277
326956be,26925,73
326953b9,19275,73
32694fc1,33000,71
3268e642,31975,270
326956bf,31575,89
3268c31f,4850,80
3268de4c,36000,270
32691635,32000,277
3269122f,33000,67
3268daeb,37000,90
3267bfc6,34000,277
326956be,26925,73
32694fc1,33000,71
3268e642,23950,276
326956bf,32300,92
3268c31f,4325,79
3268de4c,36000,270
32691635,32000,277
3269122f,33000,67
3268daeb,37000,90
3267bfc6,34000,277
326956be,26925,73
32694fc1,33000,71
3268e642,23950,276
326956bf,33000,95
3268de4c,36000,271
3268c31f,4025,80
32691635,32000,277
3269122f,33000,67
3267bfc6,34000,277
3268daeb,37000,90
326956be,26925,73
32694fc1,33000,71
3268e642,23950,276
3268de4c,36000,271
326956bf,33000,95
3268c31f,3750,79
32691635,32000,277
3269122f,33000,67
3267bfc6,34000,277
3268daeb,37000,90
326956be,26925,73
32694fc1,33000,71
3268e642,23950,276
3268de4c,36000,271
326956bf,33000,86
3268c31f,3400,80
326919eb,36000,271
3267b197,37000,93
32691635,32000,277
3269122f,33000,67
3267bfc6,34000,277
3268daeb,37000,90
326956be,26925,73
3268e642,23950,276
32694fc1,34975,64
3268de4c,36000,271
326956bf,33000,84
326919eb,36000,269
3268c31f,3000,80
3267b197,37000,93
32691635,32000,277
3267bfc6,34000,277
3269122f,33000,67
3268daeb,37000,90
326956be,26925,73
3268e642,23950,276
3268de4c,36000,271
32694fc1,34975,64
326919eb,36000,270
3268c31f,2575,80
326956bf,33000,89
3267b197,37000,93
32691635,32000,277
3267bfc6,34000,277
3269122f,33000,66
3268daeb,37000,90
326956be,26925,73
3268e642,23950,276
3268de4c,36000,270
32694fc1,34975,64
326919eb,36000,270
3268c31f,2225,80
3267b197,37000,90
32691635,32000,277
3267bfc6,34000,277
3269122f,33000,66
3268daeb,37000,90
326956be,26925,73
3268e642,23950,276
326953b9,31225,73
3268de4c,36000,270
326919eb,36000,270
32694fc1,34975,64
3268c31f,1925,80
32691635,32000,277
3267b197,37000,90
3267bfc6,34000,277
3269122f,33000,66
3268daeb,37000,90
326956be,26925,73
3268e642,23950,276
3268de4c,36000,270
326953b9,31925,84
326919eb,36000,270
32694fc1,34975,65
3268c31f,1675,80
32691635,32000,277
3267b197,37000,90
3267bfc6,34000,277
3269122f,33000,66
3268daeb,37000,90
3268de4c,36000,270
326953b9,32350,90
326919eb,36000,270
32694fc1,34975,65
3268d102,38675,115
3269185b,35025,108
32691635,32000,276
3267b197,37000,91
3267bfc6,34000,277
3269122f,33000,66
3268daeb,37000,88
326956be,34325,73
3268de4c,36000,270
326953b9,32350,90
326919eb,36000,270
32694fc1,34975,65
3268d102,38050,118
32691635,32000,276
3268d578,33000,97
3269185b,35000,107
3267b197,37000,91
3267bfc6,34000,277
3269122f,33000,66
3268daeb,37000,85
3268de4c,36000,270
326956be,34325,73
326953b9,33200,90
326919eb,36000,270
32694fc1,34975,65
32691635,32000,276
3268d102,37800,115
3269185b,35000,107
3268d578,32975,97
3267b197,37000,91
3267bfc6,34000,277
3269122f,33000,66
3268daeb,37000,83
3268de4c,35075,270
326956be,34800,94
326919eb,35700,270
326953b9,33200,90
32694fc1,34975,65
32691635,32000,276
3268d102,37075,113
3269185b,35000,107
3268d578,33000,97
3267b197,37000,91
3267bfc6,34000,276
3269122f,33000,66
3268daeb,37000,83
3268de4c,33525,269
326956be,34800,94
326919eb,35700,270
